Age,Income,LoanAmount,CreditScore,InterestRate,LoanTerm,Education_High School,Education_Master's,Education_PhD,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Default
37.0,42272.0,221625.0,468.0,2.63,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
44.0,28142.0,77093.0,434.0,7.32,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0
65.0,17116.0,181982.0,337.0,12.45,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.0,49944.0,241371.0,369.0,22.22,24.0,1,0,0,1,0,0,0,1,0,0,0,0,1
49.0,99602.0,109608.0,321.0,21.87,36.0,1,0,0,1,0,0,0,1,0,0,0,0,1
40.0,60485.0,201853.0,428.0,15.1,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,94019.0,93748.0,763.0,12.15,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
59.0,94419.0,33892.0,760.0,18.68,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
52.0,143493.0,46798.0,334.0,14.34,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
64.0,138379.0,55231.0,356.0,17.99,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
42.0,57453.0,66465.0,319.0,3.66,60.0,1,0,0,0,0,1,0,0,0,0,0,0,1
32.0,133675.0,157651.0,587.0,9.87,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0
29.0,103917.0,28196.0,542.0,11.64,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
40.0,34922.0,181581.0,613.0,20.61,48.0,1,0,0,1,0,0,0,0,0,0,0,0,1
46.0,90091.0,57919.0,584.0,18.14,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
28.0,65511.0,31729.0,331.0,2.47,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
51.0,61805.0,9328.0,579.0,5.91,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
62.0,140869.0,24728.0,783.0,13.62,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,43888.0,160331.0,426.0,15.3,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
19.0,86519.0,90652.0,457.0,12.8,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
36.0,113746.0,9821.0,827.0,15.61,48.0,1,0,0,0,0,1,0,1,0,0,0,0,0
42.0,21280.0,238027.0,481.0,21.92,24.0,1,0,0,0,0,1,0,0,0,0,0,0,1
30.0,53355.0,40937.0,487.0,22.48,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1
58.0,41368.0,122629.0,797.0,5.02,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
59.0,16867.0,218175.0,440.0,22.76,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1
43.0,146571.0,110953.0,577.0,21.61,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
20.0,24655.0,128308.0,633.0,13.9,60.0,1,0,0,0,0,0,1,0,0,0,0,0,1
39.0,37391.0,152742.0,573.0,12.76,36.0,0,0,0,0,0,1,1,0,0,0,0,0,0
40.0,67002.0,73828.0,346.0,6.39,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.0,92493.0,61295.0,621.0,14.45,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
33.0,123630.0,101700.0,379.0,20.94,24.0,1,0,0,1,0,0,1,0,0,0,0,0,0
56.0,143640.0,148316.0,368.0,24.96,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
56.0,49533.0,120376.0,660.0,20.62,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0
18.0,77945.0,36584.0,301.0,13.4,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
53.0,21563.0,142547.0,478.0,14.33,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
34.0,121725.0,179814.0,373.0,22.73,12.0,0,0,0,1,0,0,1,0,0,0,0,0,1
31.0,129403.0,77816.0,581.0,7.81,36.0,1,0,0,1,0,0,0,1,0,0,0,0,0
26.0,121987.0,124149.0,606.0,9.24,36.0,0,0,0,1,0,0,1,0,0,0,0,0,0
33.0,22243.0,145013.0,467.0,15.19,60.0,1,0,0,0,0,1,0,1,0,0,0,0,1
23.0,61247.0,181695.0,380.0,15.72,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
21.0,129139.0,159772.0,554.0,4.94,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.0,33023.0,207362.0,597.0,2.09,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.0,145049.0,112784.0,396.0,23.28,48.0,1,0,0,0,0,0,0,0,0,0,0,0,1
68.0,135176.0,176455.0,476.0,11.33,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
25.0,40520.0,218627.0,620.0,23.69,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
65.0,22426.0,86172.0,557.0,7.26,12.0,1,0,0,0,0,1,0,0,0,0,0,0,0
19.0,54593.0,248555.0,519.0,11.37,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0
29.0,137643.0,152354.0,384.0,21.39,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,39422.0,241362.0,506.0,18.42,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
40.0,24584.0,197138.0,585.0,16.53,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
49.0,37311.0,185059.0,373.0,22.22,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1
25.0,87260.0,144414.0,321.0,19.18,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
33.0,130456.0,214194.0,523.0,10.47,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,89517.0,70506.0,615.0,23.92,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
23.0,54120.0,16342.0,728.0,7.21,36.0,1,0,0,1,0,0,0,0,0,0,0,0,0
33.0,55624.0,230220.0,759.0,19.4,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
61.0,39122.0,90636.0,635.0,13.48,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1
43.0,84522.0,10774.0,342.0,11.5,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
46.0,54664.0,95270.0,422.0,5.89,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
64.0,99390.0,182254.0,624.0,10.85,60.0,1,0,0,1,0,0,0,1,0,0,0,0,0
51.0,102645.0,67708.0,314.0,5.64,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,22879.0,58122.0,772.0,16.62,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1
19.0,25388.0,133177.0,665.0,8.64,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.0,54429.0,194788.0,784.0,8.5,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1
65.0,38961.0,228675.0,544.0,14.22,36.0,0,0,0,0,0,1,1,0,0,0,0,0,0
57.0,40692.0,22496.0,577.0,20.67,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
53.0,63971.0,8650.0,573.0,18.53,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
69.0,78668.0,24126.0,477.0,12.44,60.0,1,0,0,0,0,0,1,0,0,0,0,0,0
20.0,86154.0,78828.0,328.0,23.71,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
62.0,23068.0,114036.0,514.0,10.24,48.0,0,0,0,1,0,0,1,0,0,0,0,0,0
22.0,20533.0,173642.0,422.0,18.68,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,129918.0,196539.0,757.0,20.46,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
66.0,23664.0,226120.0,345.0,24.6,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.0,81288.0,234885.0,833.0,23.39,24.0,0,0,0,0,0,0,0,1,0,0,0,0,1
43.0,16488.0,87248.0,704.0,10.51,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,35703.0,111986.0,425.0,13.46,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
43.0,76961.0,102652.0,592.0,20.37,48.0,1,0,0,0,0,0,0,1,0,0,0,0,1
62.0,16645.0,170155.0,488.0,14.25,36.0,1,0,0,1,0,0,1,0,0,0,0,0,1
30.0,24773.0,222337.0,473.0,4.41,36.0,1,0,0,0,0,0,0,1,0,0,0,0,1
24.0,47223.0,249371.0,825.0,11.71,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.0,25995.0,61622.0,389.0,15.78,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
37.0,126326.0,173842.0,340.0,19.27,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,77270.0,87060.0,550.0,11.21,60.0,1,0,0,0,0,1,0,1,0,0,0,0,1
65.0,146968.0,232188.0,305.0,20.08,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
33.0,80938.0,140806.0,416.0,6.16,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
26.0,58206.0,169851.0,373.0,5.9,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,137776.0,15703.0,628.0,7.66,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
34.0,90464.0,32940.0,357.0,9.11,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,47386.0,93783.0,309.0,22.2,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
49.0,78588.0,221529.0,769.0,19.34,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
47.0,110557.0,176116.0,405.0,12.54,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0
22.0,30908.0,195969.0,366.0,16.75,24.0,0,0,0,0,0,0,0,1,0,0,0,0,1
38.0,16995.0,6134.0,643.0,14.52,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,66481.0,119273.0,774.0,21.5,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
29.0,25156.0,162197.0,631.0,2.03,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,89815.0,237194.0,817.0,15.79,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
29.0,76834.0,209569.0,514.0,18.16,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0
44.0,37171.0,115932.0,589.0,22.07,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0
51.0,104790.0,120343.0,729.0,12.74,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.0,47458.0,106415.0,673.0,12.5,48.0,0,0,0,1,0,0,1,0,0,0,0,0,0
57.0,40058.0,243976.0,316.0,18.33,24.0,0,0,0,0,0,1,1,0,0,0,0,0,1
58.0,113861.0,180879.0,450.0,6.29,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
23.0,24120.0,137973.0,514.0,17.32,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
49.0,108123.0,59089.0,431.0,14.14,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
36.0,131028.0,56303.0,699.0,24.17,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,87201.0,39967.0,416.0,5.25,12.0,1,0,0,1,0,0,0,1,0,0,0,0,1
31.0,22754.0,17711.0,798.0,18.47,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
18.0,63628.0,177928.0,694.0,8.34,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
62.0,63896.0,186464.0,644.0,12.21,24.0,1,0,0,1,0,0,0,1,0,0,0,0,0
20.0,72875.0,174278.0,329.0,20.09,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,46879.0,184285.0,552.0,6.84,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0
48.0,15859.0,145432.0,312.0,14.41,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.0,144372.0,247752.0,429.0,18.21,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
48.0,43918.0,42238.0,576.0,22.82,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.0,42836.0,243206.0,643.0,14.78,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
64.0,64318.0,64911.0,450.0,14.15,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,39257.0,10283.0,642.0,13.98,36.0,0,0,0,1,0,0,0,1,0,0,0,0,1
26.0,76408.0,37435.0,829.0,17.87,60.0,1,0,0,0,0,0,0,0,0,0,0,0,1
18.0,20675.0,79450.0,602.0,19.84,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
50.0,36923.0,157919.0,698.0,8.86,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,131597.0,201661.0,794.0,14.38,48.0,1,0,0,0,0,0,1,0,0,0,0,0,1
42.0,141085.0,11189.0,751.0,21.94,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0
38.0,147968.0,231645.0,657.0,4.78,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0
33.0,120862.0,108395.0,788.0,11.32,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0
18.0,103332.0,247820.0,310.0,19.38,12.0,1,0,0,0,0,1,0,0,0,0,0,0,1
67.0,85747.0,244617.0,630.0,15.2,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0
29.0,96304.0,58603.0,688.0,18.35,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0
42.0,143871.0,188060.0,797.0,5.02,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.0,34673.0,214213.0,753.0,24.3,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
26.0,138051.0,195607.0,795.0,18.03,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1
49.0,141236.0,136724.0,797.0,13.35,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
62.0,84059.0,151990.0,500.0,7.14,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0
24.0,68192.0,232376.0,590.0,11.15,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
48.0,119199.0,213613.0,572.0,16.27,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
23.0,29465.0,154597.0,526.0,6.54,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
18.0,114173.0,23421.0,810.0,16.53,60.0,1,0,0,1,0,0,0,1,0,0,0,0,1
45.0,134679.0,207845.0,671.0,18.58,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1
21.0,112639.0,159388.0,385.0,19.17,60.0,1,0,0,0,0,0,0,1,0,0,0,0,1
43.0,99579.0,147785.0,828.0,16.94,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
52.0,111566.0,202749.0,726.0,7.42,60.0,1,0,0,0,0,1,1,0,0,0,0,0,0
64.0,121200.0,230846.0,779.0,2.81,48.0,0,0,0,1,0,0,1,0,0,0,0,0,0
21.0,22594.0,68098.0,678.0,19.05,60.0,1,0,0,1,0,0,0,0,0,0,0,0,1
29.0,48949.0,59515.0,817.0,17.58,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.0,29434.0,92079.0,705.0,22.87,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
36.0,136893.0,48860.0,398.0,20.57,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
44.0,127623.0,177166.0,666.0,19.66,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
39.0,55936.0,173881.0,325.0,13.79,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0
24.0,92414.0,241862.0,670.0,12.05,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,83757.0,127634.0,776.0,9.28,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
66.0,71734.0,25078.0,809.0,18.29,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
69.0,78002.0,226927.0,366.0,2.46,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
57.0,28124.0,186381.0,773.0,5.42,12.0,1,0,0,0,0,1,0,1,0,0,0,0,1
63.0,118147.0,117988.0,459.0,20.42,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0
39.0,81452.0,222191.0,574.0,15.53,60.0,1,0,0,0,0,1,1,0,0,0,0,0,0
24.0,122857.0,111226.0,404.0,23.27,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1
38.0,56675.0,171113.0,845.0,7.2,48.0,0,0,0,1,0,0,0,1,0,0,0,0,1
67.0,139016.0,158263.0,811.0,20.77,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0
37.0,81658.0,152598.0,792.0,14.06,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
63.0,36527.0,141884.0,450.0,17.22,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.0,46460.0,186420.0,844.0,23.54,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1
33.0,55619.0,237625.0,534.0,23.89,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.0,57418.0,99455.0,530.0,18.34,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
51.0,72301.0,145198.0,627.0,8.0,36.0,1,0,0,0,0,0,1,0,0,0,0,0,1
21.0,69944.0,96629.0,521.0,24.76,60.0,1,0,0,0,0,0,0,1,0,0,0,0,1
57.0,50084.0,153537.0,307.0,22.78,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1
68.0,116602.0,106408.0,482.0,23.71,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
53.0,94830.0,98201.0,822.0,19.53,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.0,25960.0,172256.0,751.0,7.89,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,134342.0,117499.0,777.0,20.24,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
69.0,109914.0,8662.0,545.0,21.85,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0
27.0,118947.0,131340.0,436.0,19.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
46.0,147452.0,227325.0,772.0,24.87,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1
29.0,67047.0,236066.0,658.0,20.14,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
46.0,61778.0,152421.0,441.0,17.22,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
55.0,79955.0,221253.0,773.0,16.7,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
31.0,126002.0,244295.0,685.0,11.19,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
37.0,135363.0,126994.0,808.0,12.42,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.0,148279.0,186371.0,408.0,2.73,24.0,0,0,0,0,0,0,0,1,0,0,0,0,1
37.0,148650.0,126732.0,791.0,21.83,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
30.0,54415.0,151694.0,684.0,24.98,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,116094.0,215120.0,367.0,18.79,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
50.0,98220.0,246183.0,750.0,5.69,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
38.0,16121.0,120849.0,673.0,12.07,24.0,0,0,0,0,0,0,0,1,0,0,0,0,1
33.0,58696.0,38957.0,548.0,2.29,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
60.0,66981.0,112526.0,805.0,5.73,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0
45.0,147095.0,241683.0,647.0,11.12,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
51.0,113691.0,90121.0,688.0,24.9,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
45.0,32361.0,186256.0,635.0,7.78,24.0,1,0,0,0,0,1,0,0,0,0,0,0,1
26.0,18650.0,102214.0,717.0,17.69,36.0,0,0,0,1,0,0,0,1,0,0,0,0,1
18.0,21341.0,218012.0,320.0,2.26,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
47.0,44226.0,198144.0,388.0,4.73,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0
24.0,17927.0,63301.0,359.0,19.21,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
53.0,98756.0,205983.0,546.0,12.02,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
65.0,65629.0,159980.0,729.0,24.11,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0
59.0,17129.0,46447.0,357.0,17.13,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0
59.0,68089.0,8557.0,393.0,10.91,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0
30.0,23495.0,160035.0,425.0,24.48,24.0,0,0,0,0,0,1,1,0,0,0,0,0,1
30.0,142576.0,167539.0,675.0,20.46,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
20.0,77883.0,43892.0,721.0,22.81,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,105382.0,70740.0,434.0,21.41,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
41.0,138715.0,42754.0,541.0,4.08,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.0,47172.0,217334.0,514.0,17.12,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
29.0,120197.0,224097.0,497.0,16.39,12.0,0,0,0,0,0,1,1,0,0,0,0,0,1
27.0,102818.0,23641.0,586.0,24.28,12.0,0,0,0,0,0,1,1,0,0,0,0,0,1
62.0,117519.0,14946.0,831.0,21.27,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
66.0,30607.0,107026.0,619.0,21.42,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0
23.0,67136.0,131356.0,610.0,7.16,36.0,1,0,0,1,0,0,0,1,0,0,0,0,1
49.0,36768.0,238186.0,565.0,24.8,12.0,1,0,0,0,0,0,0,1,0,0,0,0,1
21.0,36294.0,120894.0,637.0,11.26,60.0,1,0,0,1,0,0,1,0,0,0,0,0,1
58.0,22248.0,102807.0,721.0,13.71,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
26.0,121076.0,178526.0,831.0,20.8,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0
64.0,29716.0,201277.0,405.0,18.05,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
48.0,149794.0,214792.0,566.0,22.25,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0
21.0,94420.0,119791.0,420.0,11.33,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1
62.0,80620.0,152721.0,312.0,21.35,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0
67.0,46802.0,168138.0,691.0,5.48,60.0,1,0,0,1,0,0,0,1,0,0,0,0,0
47.0,65347.0,232308.0,365.0,17.94,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
45.0,84334.0,244587.0,471.0,19.76,60.0,1,0,0,1,0,0,0,1,0,0,0,0,0
66.0,95221.0,92097.0,661.0,24.81,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0
66.0,108441.0,223816.0,640.0,16.27,24.0,1,0,0,1,0,0,1,0,0,0,0,0,0
40.0,23625.0,229833.0,693.0,13.03,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0
57.0,35981.0,117710.0,801.0,19.6,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,124523.0,28518.0,532.0,23.94,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
43.0,77407.0,11769.0,371.0,15.28,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
30.0,30797.0,219245.0,475.0,14.25,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1
18.0,61116.0,37663.0,559.0,12.06,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,58350.0,211553.0,640.0,24.76,60.0,0,0,0,1,0,0,1,0,0,0,0,0,1
35.0,71692.0,218473.0,683.0,9.21,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
19.0,89230.0,65811.0,849.0,2.75,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0
27.0,20339.0,126161.0,826.0,18.19,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
29.0,112051.0,182218.0,728.0,11.34,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
27.0,28681.0,243421.0,342.0,7.84,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
41.0,109614.0,59220.0,368.0,15.72,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
28.0,91905.0,20865.0,767.0,17.85,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0
58.0,24960.0,145206.0,708.0,17.85,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
25.0,30209.0,125916.0,450.0,20.64,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
44.0,96419.0,202459.0,755.0,8.03,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0
67.0,72178.0,170708.0,356.0,11.16,24.0,1,0,0,0,0,1,0,1,0,0,0,0,0
31.0,37606.0,197834.0,502.0,14.8,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
43.0,89079.0,186859.0,585.0,17.15,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0
36.0,132492.0,236426.0,645.0,15.48,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
42.0,107435.0,98113.0,747.0,20.43,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,62221.0,101738.0,493.0,8.35,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
19.0,24563.0,88471.0,333.0,12.78,12.0,1,0,0,0,0,1,0,0,0,0,0,0,0
27.0,24641.0,196916.0,826.0,4.9,36.0,1,0,0,0,0,1,0,0,0,0,0,0,1
21.0,37757.0,187817.0,504.0,12.89,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
62.0,104885.0,164937.0,693.0,22.36,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,77409.0,143110.0,445.0,14.18,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
64.0,67977.0,72836.0,796.0,17.67,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
55.0,60879.0,89666.0,609.0,24.03,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0
43.0,53885.0,224813.0,621.0,2.42,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.0,72247.0,57014.0,804.0,10.5,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
36.0,118155.0,233981.0,351.0,17.22,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0
61.0,67582.0,28556.0,402.0,21.29,60.0,1,0,0,0,0,1,1,0,0,0,0,0,0
65.0,98100.0,233191.0,692.0,19.5,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.0,41612.0,70146.0,806.0,7.62,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34.0,46712.0,21282.0,311.0,6.86,36.0,0,0,0,0,0,1,1,0,0,0,0,0,0
37.0,15039.0,143518.0,808.0,17.76,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
23.0,107997.0,93634.0,541.0,5.48,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0
54.0,69675.0,68339.0,783.0,3.98,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,146872.0,192796.0,431.0,5.56,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
59.0,25517.0,76858.0,449.0,18.83,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,117516.0,224707.0,794.0,11.15,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
47.0,138537.0,94075.0,368.0,5.65,24.0,0,0,0,0,0,1,0,1,0,0,0,0,0
20.0,113575.0,139070.0,314.0,23.18,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
57.0,92754.0,11329.0,844.0,18.64,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
