Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
28.0,70719,66888,797,8,3,18.17,12,0.57,Bachelor's,Part-time,Married,No,No,Business,No,1
43.0,125013,169086,474,6,2,5.0,24,0.57,PhD,Part-time,Divorced,Yes,Yes,Home,Yes,0
63.0,148969,60113,328,83,2,5.58,36,0.59,PhD,Part-time,Divorced,No,Yes,Education,Yes,1
22.0,121056,96815,516,108,1,23.14,48,0.12,High School,Self-employed,Single,Yes,Yes,Home,No,1
30.0,114583,93253,734,69,4,24.69,12,0.75,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
25.0,137626,15273,570,72,4,24.47,60,0.7,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,1
67.0,106955,98479,674,98,4,15.97,12,0.52,High School,Full-time,Single,Yes,No,Home,No,0
24.0,74202,104418,818,70,1,13.96,36,0.56,High School,Full-time,Divorced,Yes,Yes,Business,No,1
19.0,137873,239998,612,49,3,7.75,36,0.18,High School,Full-time,Divorced,No,Yes,Auto,No,0
29.0,62423,171496,778,4,3,9.59,36,0.3,High School,Unemployed,Single,No,No,Other,No,0
51.0,85993,79396,486,53,4,6.74,48,0.35,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
34.0,83056,61460,487,76,1,22.45,12,0.84,Master's,Self-employed,Single,Yes,No,Other,Yes,1
31.0,77103,45063,539,23,3,24.21,36,0.16,PhD,Part-time,Single,No,No,Home,Yes,1
37.0,115654,112978,333,59,2,5.78,24,0.77,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
65.0,75527,127295,808,73,1,16.08,24,0.16,High School,Full-time,Single,Yes,Yes,Education,Yes,1
55.0,120069,133628,742,54,3,15.24,24,0.52,High School,Full-time,Divorced,No,No,Auto,No,1
39.0,108019,148624,692,42,4,24.23,60,0.23,High School,Self-employed,Married,No,Yes,Business,No,1
39.0,104739,206615,572,5,4,3.42,24,0.87,Bachelor's,Unemployed,Divorced,No,No,Business,No,1
60.0,56511,208110,802,68,1,13.72,24,0.55,High School,Full-time,Married,Yes,Yes,Other,Yes,0
68.0,135241,163797,400,44,1,24.17,60,0.2,High School,Part-time,Single,No,No,Other,Yes,0
33.0,79397,246436,768,13,1,15.84,60,0.15,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,0
42.0,136559,64815,309,19,2,21.84,24,0.56,High School,Part-time,Divorced,No,Yes,Other,No,1
46.0,84711,194567,487,13,1,16.92,60,0.23,Master's,Self-employed,Married,Yes,Yes,Business,No,1
20.0,110107,90047,329,73,1,20.92,12,0.5,Master's,Full-time,Married,No,No,Auto,Yes,1
61.0,38454,22284,735,118,2,9.79,60,0.77,High School,Self-employed,Single,Yes,No,Auto,No,0
19.0,67862,90268,370,33,2,18.92,12,0.37,PhD,Unemployed,Married,Yes,Yes,Other,No,1
22.0,127873,30596,580,56,4,7.02,12,0.79,Master's,Self-employed,Single,No,Yes,Business,No,1
25.0,93725,100565,469,80,2,17.99,60,0.56,High School,Part-time,Married,No,No,Home,No,1
57.0,40678,156638,300,66,4,8.18,12,0.7,Master's,Unemployed,Married,No,Yes,Business,No,0
42.0,57568,82266,577,117,2,2.07,60,0.25,Master's,Unemployed,Single,Yes,Yes,Education,Yes,0
55.0,62606,242450,674,37,2,17.83,24,0.37,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
46.0,58699,94628,820,19,1,5.09,60,0.69,Master's,Self-employed,Single,Yes,Yes,Home,Yes,0
19.0,111479,141697,677,1,1,11.74,60,0.7,PhD,Part-time,Married,Yes,Yes,Home,No,1
22.0,24618,102003,580,101,2,3.23,12,0.78,High School,Part-time,Married,Yes,No,Education,No,0
56.0,114004,209499,382,29,2,13.97,48,0.4,PhD,Unemployed,Single,Yes,No,Home,Yes,0
38.0,34583,9032,759,97,4,4.48,60,0.18,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
46.0,19054,193327,790,9,1,23.15,60,0.36,High School,Unemployed,Single,No,No,Other,Yes,1
50.0,82088,116992,838,115,3,13.86,24,0.62,PhD,Full-time,Married,No,No,Home,No,0
39.0,30194,179145,801,70,2,22.53,48,0.43,PhD,Part-time,Married,No,Yes,Business,No,1
53.0,118897,183220,507,78,4,7.28,48,0.41,PhD,Full-time,Single,Yes,Yes,Education,No,0
62.0,48826,166421,435,36,1,12.84,48,0.67,PhD,Full-time,Divorced,No,Yes,Other,No,1
28.0,141545,216025,533,80,1,14.11,12,0.34,PhD,Part-time,Divorced,Yes,Yes,Business,No,1
45.0,32407,174178,595,104,1,2.68,36,0.44,PhD,Self-employed,Married,No,No,Business,No,1
47.0,132166,235905,770,72,3,9.56,12,0.18,Bachelor's,Unemployed,Divorced,No,Yes,Education,No,0
61.0,80585,83378,752,117,4,24.05,60,0.22,Master's,Part-time,Married,Yes,No,Home,No,0
28.0,81848,116211,323,34,4,13.64,60,0.84,High School,Full-time,Single,No,No,Other,Yes,0
28.0,105213,5738,527,16,1,7.22,24,0.52,Master's,Unemployed,Married,Yes,Yes,Auto,No,0
41.0,44871,32580,470,106,3,23.72,36,0.75,Master's,Part-time,Single,No,Yes,Education,No,1
35.0,47211,113049,623,46,3,6.55,24,0.15,Bachelor's,Part-time,Married,No,No,Business,Yes,1
61.0,34943,11119,530,30,3,18.17,60,0.86,Master's,Part-time,Married,Yes,Yes,Education,No,1
25.0,108396,181428,704,28,4,15.13,60,0.81,High School,Part-time,Divorced,No,No,Home,Yes,1
39.0,77057,119907,537,14,3,24.71,36,0.28,Bachelor's,Unemployed,Married,No,Yes,Auto,No,0
43.0,79785,97047,755,92,1,22.98,36,0.84,Master's,Part-time,Married,Yes,Yes,Auto,No,1
57.0,142484,157059,446,43,1,9.76,24,0.89,PhD,Unemployed,Married,Yes,No,Auto,Yes,1
19.0,76464,87772,710,88,1,17.71,48,0.55,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,0
26.0,20258,201629,317,28,4,7.04,24,0.76,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1
29.0,120674,171909,367,57,2,23.02,12,0.24,Bachelor's,Part-time,Married,No,Yes,Business,Yes,1
39.0,98503,91588,476,8,3,8.86,36,0.3,Bachelor's,Unemployed,Divorced,No,No,Home,Yes,0
47.0,57513,211585,526,99,3,22.4,48,0.54,High School,Full-time,Single,No,Yes,Auto,Yes,0
45.0,37933,159167,531,118,2,14.18,60,0.76,Master's,Self-employed,Single,No,Yes,Education,Yes,0
30.0,84769,117090,527,112,3,18.32,24,0.16,PhD,Self-employed,Divorced,No,Yes,Home,No,1
37.0,68952,91390,490,119,1,15.52,24,0.83,PhD,Part-time,Single,No,Yes,Auto,No,0
33.0,34622,115409,488,16,2,13.58,24,0.82,High School,Unemployed,Single,Yes,Yes,Home,Yes,1
68.0,32327,158741,800,18,4,3.55,12,0.35,Bachelor's,Full-time,Single,Yes,Yes,Business,Yes,1
25.0,123187,233845,511,75,3,20.88,48,0.72,PhD,Unemployed,Single,Yes,No,Business,No,1
36.0,18937,240743,388,8,4,4.73,12,0.59,Bachelor's,Full-time,Married,No,Yes,Education,Yes,1
26.0,69893,130873,505,69,2,6.68,48,0.88,PhD,Unemployed,Married,No,Yes,Other,Yes,0
25.0,143910,54703,807,12,4,8.84,48,0.69,Master's,Unemployed,Divorced,Yes,No,Other,No,1
47.0,100722,117579,776,99,4,5.57,48,0.39,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
19.0,129724,96117,637,23,4,17.81,48,0.26,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
68.0,143465,122792,566,50,1,24.22,60,0.54,PhD,Unemployed,Single,Yes,Yes,Business,No,0
27.0,23102,16385,541,2,3,18.87,36,0.71,Master's,Unemployed,Divorced,No,Yes,Business,Yes,1
55.0,71981,141623,492,42,3,9.3,36,0.42,Bachelor's,Part-time,Married,No,No,Education,No,0
49.0,145963,67249,644,74,2,12.07,12,0.58,High School,Self-employed,Single,Yes,No,Business,No,1
38.0,35341,226678,431,100,1,7.33,48,0.17,PhD,Part-time,Married,No,No,Auto,Yes,1
21.0,31611,168013,415,114,3,14.67,60,0.1,High School,Part-time,Married,No,Yes,Other,Yes,1
47.0,121102,148742,763,10,3,15.64,12,0.17,Master's,Unemployed,Divorced,Yes,No,Home,No,1
33.0,41680,92814,639,33,4,12.16,12,0.64,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,0
49.0,15363,174845,508,6,3,6.3,48,0.25,PhD,Unemployed,Divorced,No,Yes,Business,Yes,0
27.0,68159,61569,393,90,4,18.91,24,0.43,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
68.0,81670,155676,763,95,2,5.57,48,0.49,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
37.0,105269,197708,458,45,4,20.56,48,0.67,High School,Self-employed,Single,No,No,Education,Yes,1
61.0,79413,19251,815,62,4,6.28,12,0.11,PhD,Part-time,Married,Yes,No,Auto,No,0
63.0,20854,242436,747,14,3,24.69,24,0.21,PhD,Part-time,Married,Yes,Yes,Home,Yes,1
32.0,24195,206086,331,45,3,19.32,36,0.51,High School,Unemployed,Single,No,Yes,Business,Yes,1
66.0,77214,107348,337,72,1,20.78,60,0.69,High School,Self-employed,Married,Yes,Yes,Home,No,1
39.0,68059,145380,308,80,1,2.9,36,0.47,Bachelor's,Self-employed,Single,Yes,Yes,Education,Yes,0
37.0,106669,83365,849,118,2,6.0,24,0.86,High School,Full-time,Single,Yes,No,Education,No,0
38.0,29744,220053,603,12,3,24.43,60,0.77,PhD,Part-time,Single,Yes,Yes,Other,Yes,1
62.0,133606,76628,365,36,2,8.68,60,0.57,High School,Part-time,Single,Yes,No,Education,No,1
18.0,69046,163159,785,109,4,21.98,24,0.12,High School,Part-time,Single,No,Yes,Business,No,1
23.0,120737,230630,669,62,4,15.93,60,0.22,Bachelor's,Self-employed,Married,No,Yes,Other,No,1
59.0,85742,86815,440,112,4,11.85,24,0.28,PhD,Self-employed,Divorced,No,Yes,Education,Yes,0
40.0,29316,145146,750,69,3,8.95,36,0.3,Master's,Part-time,Married,Yes,Yes,Home,No,0
67.0,31859,46331,634,35,3,16.0,12,0.47,Bachelor's,Full-time,Single,Yes,Yes,Other,Yes,0
36.0,75077,164072,637,109,4,22.54,12,0.71,High School,Unemployed,Divorced,No,No,Education,No,1
60.0,26707,219914,511,54,3,13.21,24,0.89,Master's,Self-employed,Single,Yes,No,Other,No,1
27.0,21469,230039,402,28,4,23.55,60,0.54,High School,Part-time,Married,No,Yes,Business,Yes,1
27.0,76902,169699,700,13,3,18.98,24,0.16,Bachelor's,Unemployed,Single,No,No,Other,No,0
46.0,139066,137696,567,92,1,15.13,60,0.46,Master's,Part-time,Married,No,No,Auto,No,0
32.0,72066,227150,774,8,4,22.29,24,0.27,Bachelor's,Unemployed,Married,Yes,No,Home,No,1
23.0,149520,95998,657,68,4,20.12,60,0.25,High School,Unemployed,Divorced,No,No,Auto,Yes,0
20.0,119457,14190,759,45,4,19.87,60,0.2,Master's,Self-employed,Single,Yes,Yes,Auto,No,0
43.0,46613,218851,328,57,3,16.48,12,0.81,High School,Unemployed,Single,No,No,Business,No,1
20.0,142070,220456,480,97,3,10.65,60,0.11,PhD,Full-time,Single,Yes,No,Home,Yes,0
27.0,114442,140180,848,69,4,12.37,36,0.85,Master's,Self-employed,Married,No,No,Auto,Yes,0
30.0,89012,141373,726,42,2,12.78,48,0.82,High School,Full-time,Divorced,Yes,No,Home,No,0
51.0,20558,208495,666,105,2,15.99,36,0.61,High School,Unemployed,Divorced,No,Yes,Education,No,1
51.0,44874,77203,722,99,4,7.66,48,0.86,Bachelor's,Full-time,Single,No,No,Auto,No,0
69.0,102475,27110,775,102,2,14.47,12,0.79,PhD,Self-employed,Single,No,No,Other,Yes,0
63.0,66937,212212,433,26,4,19.83,36,0.61,Bachelor's,Self-employed,Married,Yes,Yes,Business,Yes,1
64.0,39434,231498,412,16,1,13.45,48,0.3,High School,Full-time,Married,Yes,No,Education,Yes,1
46.0,32738,186645,339,25,4,13.68,60,0.85,Bachelor's,Unemployed,Single,No,Yes,Other,No,1
68.0,61880,157539,627,115,4,5.75,48,0.76,High School,Self-employed,Married,No,Yes,Other,No,0
20.0,71522,125827,630,100,2,9.8,12,0.4,Bachelor's,Part-time,Divorced,No,No,Education,Yes,0
51.0,139554,47129,787,37,2,9.71,36,0.17,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,1
36.0,101745,112839,487,0,3,16.96,48,0.5,Bachelor's,Part-time,Married,No,Yes,Auto,No,1
32.0,124957,83199,517,104,2,8.82,36,0.53,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,0
68.0,33813,171876,573,48,3,2.78,12,0.83,Master's,Full-time,Married,Yes,Yes,Education,No,0
55.0,138312,72695,440,7,4,19.9,12,0.6,Bachelor's,Unemployed,Married,No,No,Home,Yes,1
22.0,28351,158297,808,52,2,23.87,60,0.21,PhD,Unemployed,Married,Yes,No,Education,Yes,0
61.0,34503,246754,833,69,3,21.94,48,0.83,Bachelor's,Unemployed,Married,No,No,Home,Yes,0
55.0,73798,201598,761,73,1,7.1,60,0.66,PhD,Full-time,Divorced,No,Yes,Education,No,0
69.0,58927,195355,845,70,3,22.84,60,0.23,Master's,Unemployed,Divorced,No,Yes,Other,Yes,0
21.0,55990,170953,674,74,4,11.09,48,0.18,PhD,Full-time,Married,No,No,Other,No,0
18.0,145181,17242,684,39,2,20.12,12,0.38,High School,Unemployed,Divorced,No,Yes,Home,Yes,1
50.0,64054,23767,824,27,2,16.24,12,0.6,High School,Unemployed,Divorced,No,Yes,Business,No,1
23.0,149880,18443,458,69,3,24.72,48,0.73,PhD,Part-time,Single,No,No,Education,Yes,1
41.0,57869,50734,623,103,4,4.38,36,0.9,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,0
67.0,75910,11404,512,4,3,14.06,12,0.68,Bachelor's,Part-time,Single,No,No,Education,No,0
59.0,44808,51992,462,83,2,13.84,12,0.33,Bachelor's,Part-time,Married,No,No,Business,Yes,1
25.0,22201,123622,832,6,3,13.32,36,0.62,Bachelor's,Self-employed,Married,No,No,Education,Yes,1
35.0,122359,233864,438,1,3,17.12,48,0.39,High School,Part-time,Single,Yes,No,Other,No,1
32.0,102928,135700,712,44,3,7.19,12,0.33,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
28.0,119147,31202,561,28,4,22.43,12,0.69,Bachelor's,Self-employed,Married,Yes,No,Other,No,0
35.0,33219,127197,637,104,3,10.73,48,0.49,PhD,Self-employed,Married,Yes,No,Business,No,0
38.0,86459,44755,600,1,4,3.94,24,0.84,Master's,Unemployed,Married,No,Yes,Auto,Yes,1
47.0,63441,225130,769,28,1,24.12,48,0.82,Master's,Unemployed,Divorced,Yes,No,Home,Yes,1
65.0,115447,216425,655,44,1,23.42,36,0.26,PhD,Unemployed,Divorced,Yes,Yes,Other,No,1
35.0,143589,138054,395,37,4,10.81,12,0.39,Master's,Part-time,Married,Yes,Yes,Auto,No,1
31.0,21714,37011,822,78,4,5.3,48,0.78,PhD,Part-time,Married,Yes,No,Business,No,0
22.0,128821,213352,782,2,2,4.06,60,0.59,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
18.0,23499,132210,446,38,4,19.88,36,0.19,Bachelor's,Unemployed,Married,No,No,Education,Yes,1
65.0,101997,207868,625,48,2,12.89,24,0.86,High School,Unemployed,Single,No,Yes,Home,No,0
63.0,33180,41739,435,115,1,9.53,60,0.51,High School,Full-time,Divorced,No,Yes,Home,No,0
33.0,127634,114145,828,40,1,11.79,48,0.36,Bachelor's,Full-time,Married,No,No,Business,Yes,0
35.0,60332,138057,652,12,4,10.6,12,0.85,High School,Part-time,Single,Yes,No,Other,No,1
65.0,121377,101247,526,68,1,5.11,24,0.81,Master's,Unemployed,Single,No,No,Auto,No,0
55.0,16105,212167,458,112,4,3.71,48,0.75,PhD,Part-time,Divorced,Yes,Yes,Other,Yes,1
22.0,55878,233181,836,44,4,11.67,24,0.2,PhD,Self-employed,Divorced,Yes,Yes,Education,Yes,1
23.0,45885,69006,803,9,4,20.73,12,0.59,Bachelor's,Unemployed,Married,No,No,Other,No,1
61.0,136612,75772,428,118,3,22.67,24,0.39,High School,Self-employed,Married,No,No,Business,No,0
65.0,97806,223255,683,54,2,24.87,12,0.14,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,0
41.0,41676,168768,644,103,3,5.28,36,0.72,High School,Part-time,Divorced,Yes,No,Home,No,1
32.0,127509,99997,548,28,2,19.03,12,0.82,Master's,Part-time,Married,No,No,Education,Yes,1
52.0,21626,230490,670,7,1,7.8,60,0.6,PhD,Full-time,Married,No,Yes,Home,Yes,1
41.0,58183,134065,469,89,1,24.86,60,0.85,Master's,Part-time,Single,Yes,Yes,Auto,Yes,0
60.0,39791,104833,772,114,2,9.07,12,0.29,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0
65.0,26092,225585,602,8,1,11.05,12,0.45,Master's,Part-time,Divorced,Yes,No,Home,Yes,0
18.0,136538,28956,342,99,1,20.02,12,0.25,PhD,Unemployed,Married,Yes,Yes,Home,No,0
30.0,124833,225580,477,50,1,15.43,60,0.5,Bachelor's,Self-employed,Married,No,No,Education,Yes,1
51.0,83039,230539,430,46,1,21.67,24,0.36,Master's,Part-time,Divorced,No,No,Education,No,1
42.0,74896,140710,343,2,4,22.22,60,0.42,Master's,Full-time,Single,No,No,Education,Yes,1
21.0,101981,248426,641,108,3,23.12,48,0.45,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,1
55.0,36059,244582,426,1,4,20.98,60,0.37,High School,Full-time,Single,No,No,Other,Yes,1
34.0,24249,32050,389,51,1,18.19,36,0.78,Master's,Self-employed,Single,No,No,Other,Yes,1
40.0,18976,132200,462,119,1,3.62,24,0.86,Bachelor's,Full-time,Married,Yes,No,Business,No,0
67.0,58899,115726,553,119,2,20.71,12,0.18,PhD,Part-time,Married,Yes,Yes,Business,No,0
49.0,21351,157402,770,29,3,16.91,12,0.79,High School,Part-time,Divorced,Yes,No,Business,No,1
46.0,129927,139715,728,62,4,11.83,24,0.87,Bachelor's,Full-time,Single,No,No,Other,No,0
41.0,93043,34319,498,6,1,21.96,36,0.71,Bachelor's,Full-time,Married,Yes,Yes,Home,No,0
20.0,77544,178804,778,6,2,20.33,48,0.13,PhD,Part-time,Single,Yes,No,Auto,No,1
25.0,101189,82062,317,52,4,14.27,60,0.36,Master's,Part-time,Single,No,No,Business,No,1
57.0,105550,149380,684,78,3,7.53,24,0.67,Master's,Unemployed,Single,No,No,Home,Yes,0
53.0,19052,60038,373,48,4,11.81,60,0.87,Master's,Self-employed,Single,Yes,Yes,Auto,Yes,0
32.0,117702,49275,602,59,4,13.25,24,0.62,High School,Unemployed,Divorced,No,No,Auto,No,0
41.0,37668,201295,391,16,3,13.95,36,0.48,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
39.0,88030,177635,687,27,1,15.05,60,0.51,Master's,Self-employed,Single,No,Yes,Business,No,0
41.0,22878,149444,497,55,2,3.71,24,0.8,High School,Part-time,Single,Yes,Yes,Education,No,1
46.0,123106,238144,406,97,1,22.54,48,0.59,High School,Part-time,Single,No,No,Education,No,0
27.0,131405,183198,311,54,4,23.72,48,0.33,Bachelor's,Part-time,Married,Yes,No,Business,No,1
58.0,29530,210189,777,40,2,24.0,60,0.53,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
28.0,101894,178166,397,60,1,23.89,48,0.9,PhD,Self-employed,Divorced,Yes,Yes,Education,Yes,1
38.0,32626,185150,470,35,3,24.91,24,0.39,High School,Unemployed,Divorced,Yes,No,Business,No,1
56.0,130891,59102,616,106,3,4.8,60,0.79,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
64.0,95649,78635,300,97,4,23.04,24,0.58,Master's,Full-time,Divorced,No,No,Business,No,1
36.0,63061,177245,532,84,3,14.51,24,0.66,Bachelor's,Unemployed,Married,No,No,Business,No,0
69.0,83416,181858,613,95,1,10.09,24,0.89,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0
37.0,60253,217744,772,102,3,12.18,24,0.78,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0
34.0,145003,130087,623,106,1,12.39,60,0.53,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,0
37.0,117400,247682,817,7,1,8.21,48,0.51,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
37.0,15785,84424,750,21,4,23.05,12,0.77,Master's,Self-employed,Single,Yes,No,Auto,No,1
52.0,81718,196280,502,96,3,14.65,24,0.43,Bachelor's,Self-employed,Divorced,No,No,Home,No,0
20.0,92748,100722,402,53,2,24.56,12,0.62,High School,Self-employed,Divorced,Yes,No,Home,Yes,1
56.0,37526,94222,520,10,4,24.71,48,0.76,PhD,Part-time,Single,Yes,No,Auto,Yes,1
41.0,73075,119250,500,114,2,23.17,48,0.19,Bachelor's,Part-time,Divorced,No,No,Education,No,1
53.0,31427,155672,818,24,1,14.56,60,0.19,High School,Self-employed,Divorced,Yes,No,Other,Yes,1
19.0,95847,8887,411,97,3,5.39,12,0.6,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,1
48.0,44022,207208,406,95,3,12.18,60,0.71,High School,Full-time,Divorced,No,Yes,Home,Yes,0
22.0,18900,186669,607,107,1,4.77,24,0.65,High School,Part-time,Single,Yes,Yes,Home,Yes,0
20.0,72855,151571,639,0,1,21.85,60,0.26,High School,Unemployed,Divorced,Yes,Yes,Home,No,0
35.0,28485,186708,306,11,3,10.86,60,0.22,Bachelor's,Unemployed,Single,Yes,No,Auto,No,1
38.0,16443,165912,826,107,1,22.25,12,0.87,PhD,Self-employed,Single,No,Yes,Education,Yes,1
30.0,25160,228507,303,105,2,2.31,12,0.21,PhD,Self-employed,Divorced,Yes,No,Auto,Yes,1
28.0,37658,123774,788,87,4,24.39,60,0.47,PhD,Self-employed,Married,Yes,No,Other,Yes,0
30.0,98748,37223,614,115,3,20.05,36,0.11,PhD,Full-time,Single,No,Yes,Auto,No,1
20.0,71414,99253,761,95,1,7.28,24,0.87,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
57.0,126858,33508,497,16,1,17.95,36,0.76,PhD,Unemployed,Single,No,No,Home,Yes,1
48.0,76402,219011,790,118,3,10.94,48,0.54,High School,Self-employed,Divorced,No,No,Other,No,1
64.0,19416,216331,344,114,4,23.38,12,0.33,Bachelor's,Part-time,Single,No,Yes,Business,No,0
41.0,18720,167730,635,22,4,2.52,60,0.69,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,1
30.0,87597,230088,699,5,2,23.16,48,0.83,Master's,Unemployed,Divorced,No,No,Home,Yes,0
46.0,133850,10374,553,22,3,11.07,48,0.82,High School,Unemployed,Divorced,No,No,Business,No,1
26.0,125360,167770,507,57,3,3.66,36,0.44,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0
56.0,37051,106694,501,22,1,24.26,48,0.33,Bachelor's,Part-time,Single,No,No,Home,Yes,1
25.0,94821,174217,843,59,3,23.54,36,0.34,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,1
42.0,101102,41038,440,27,2,6.33,12,0.32,High School,Full-time,Single,No,Yes,Home,No,0
45.0,134808,240001,384,86,2,24.3,60,0.21,Master's,Unemployed,Divorced,No,No,Auto,No,0
24.0,27218,106155,821,42,2,24.39,36,0.61,High School,Self-employed,Divorced,Yes,No,Education,No,1
21.0,127249,62958,669,4,4,15.81,24,0.45,Master's,Part-time,Married,No,No,Auto,No,1
69.0,83802,54081,839,40,3,2.75,24,0.25,PhD,Self-employed,Single,Yes,No,Other,Yes,0
33.0,114358,87169,840,23,1,12.26,60,0.47,Bachelor's,Part-time,Single,Yes,No,Education,Yes,0
31.0,69801,147167,728,12,2,21.46,36,0.66,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
62.0,64880,11527,558,119,1,8.69,48,0.8,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,0
24.0,70722,229184,376,62,2,3.21,24,0.66,High School,Part-time,Married,No,Yes,Education,No,0
30.0,50382,231125,406,53,1,2.35,48,0.46,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
58.0,93379,245894,771,7,2,8.0,60,0.7,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,0
36.0,139614,194164,458,26,3,23.13,36,0.35,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,1
22.0,45575,43355,545,99,1,21.86,12,0.52,PhD,Unemployed,Married,Yes,Yes,Education,No,1
21.0,69280,132234,500,112,4,16.98,12,0.59,High School,Full-time,Divorced,Yes,Yes,Education,Yes,0
32.0,75589,45095,671,72,2,15.75,12,0.19,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0
49.0,128494,120881,809,37,2,21.91,60,0.88,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,1
24.0,55478,147202,459,105,4,18.44,48,0.33,High School,Unemployed,Single,No,No,Education,No,1
44.0,24522,211479,511,23,1,2.66,24,0.89,Master's,Unemployed,Single,Yes,No,Home,Yes,1
34.0,120592,244683,478,12,3,22.55,24,0.76,High School,Unemployed,Married,Yes,Yes,Business,No,1
27.0,125816,232620,437,36,4,20.32,60,0.81,High School,Unemployed,Single,Yes,No,Auto,No,1
27.0,18697,119745,733,72,4,21.47,12,0.65,Bachelor's,Part-time,Divorced,No,No,Home,No,1
24.0,18012,181593,758,44,4,20.91,12,0.33,PhD,Full-time,Married,No,No,Auto,Yes,1
29.0,42889,21198,491,28,4,2.9,12,0.34,PhD,Part-time,Married,No,No,Other,No,0
67.0,143868,191635,455,108,3,16.42,48,0.82,PhD,Self-employed,Married,No,Yes,Other,No,0
27.0,67536,187677,699,119,1,6.38,60,0.44,High School,Self-employed,Divorced,No,No,Other,Yes,1
65.0,48768,96896,829,59,1,12.3,60,0.39,High School,Part-time,Single,No,Yes,Auto,Yes,0
35.0,89114,67984,765,116,3,14.63,12,0.53,High School,Full-time,Married,Yes,Yes,Education,Yes,0
46.0,35427,56416,818,94,2,16.3,12,0.41,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,0
33.0,105293,240333,418,46,1,3.31,12,0.39,Master's,Full-time,Married,Yes,No,Other,No,1
62.0,142346,83337,664,76,4,23.8,12,0.19,Master's,Part-time,Divorced,Yes,Yes,Business,Yes,1
25.0,118551,44643,534,117,4,9.74,60,0.89,High School,Self-employed,Single,No,No,Auto,No,1
20.0,49649,51273,509,112,2,22.64,36,0.84,Master's,Full-time,Divorced,Yes,No,Other,Yes,1
54.0,79814,154497,522,111,1,17.98,12,0.32,Master's,Part-time,Single,No,Yes,Other,Yes,0
43.0,93691,141816,761,8,1,24.44,48,0.48,Bachelor's,Self-employed,Single,No,Yes,Education,Yes,0
34.0,46934,170070,566,95,3,17.81,24,0.84,Master's,Self-employed,Married,No,No,Auto,Yes,0
32.0,63454,45446,557,91,4,12.0,24,0.13,PhD,Unemployed,Single,No,No,Auto,No,1
62.0,37173,27613,629,29,3,15.42,48,0.11,PhD,Unemployed,Single,No,No,Education,No,0
18.0,30675,60048,492,43,1,21.15,12,0.21,PhD,Full-time,Divorced,Yes,No,Home,No,1
28.0,120771,123460,757,102,1,9.14,60,0.35,PhD,Unemployed,Divorced,No,No,Home,Yes,0
68.0,85153,81951,833,59,2,23.52,36,0.6,High School,Part-time,Married,No,Yes,Other,No,0
29.0,148393,182534,454,62,1,5.16,12,0.44,PhD,Part-time,Divorced,No,Yes,Home,Yes,0
54.0,58884,31911,518,63,1,10.5,24,0.65,High School,Full-time,Married,Yes,Yes,Education,Yes,0
